Titlu,Vizualizari,Data publicarii,Sursa,Referinte,Rezumat,,,,
Alegeri parlamentare în Georgia: Au fost înregistrate încălcări,906,"26 Octombrie 2024, 17:50",https://stiri.md/article/international/alegeri-parlamentare-in-georgia-au-fost-inregistrate-incalcari,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Un grup de persoane necunoscute au aruncat mai multe buletine de vot în urna de la secția de votare nr. 69 din orașul georgian Marneuli în timpul alegerilor parlamentare, a declarat președintele Comisiei Electorale Centrale a țării, Giorgi Kalandarishvili.",,,,
"Caldarâmul din strada 31 august 1989, în proces de scanare topografică",567,"26 Octombrie 2024, 17:30",https://stiri.md/article/social/caldaramul-din-strada-31-august-1989-in-proces-de-scanare-topografica,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Direcția generală mobilitate urbană a Consiliului Municipal Chișinău, în colaborare cu Ministerul Culturii, desfășoară scanarea topografică a străzii 31 August 1989, pe tronsonul dintre străzile Mitropolit Gavriil Bănulescu-Bodoni și Alexandr Pușkin.",,,,
"Beyoncé, alături de Kamala Harris la un miting electoral în Houston",443,"26 Octombrie 2024, 17:20",https://stiri.md/article/international/beyonce-alaturi-de-kamala-harris-la-un-miting-electoral-in-houston,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Beyoncé a participat la un miting în Houston pentru campania prezidențială a Kamalei Harris, declarând că este acolo ca mamă preocupată de viitorul copiilor. Ea a îndemnat oamenii să voteze pentru un viitor fără limitări, relatează AP.",,,,
IGSU a inspectat tehnica din Japonia care urmează să ajungă în Moldova,480,"26 Octombrie 2024, 17:00",https://stiri.md/article/social/igsu-a-inspectat-tehnica-din-japonia-care-urmeaza-sa-ajunga-in-moldova,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","În perioada 23-24 octombrie 2024, Inspectoratul General pentru Situații de Urgență (IGSU) a inspectat tehnica de intervenție din Japonia, care urmează să fie livrată în Republica Moldova.",,,,
"Traficul, suspendat pe o stradă din Capitală: Care este motivul",575,"26 Octombrie 2024, 16:50",https://stiri.md/article/social/traficul-suspendat-pe-o-strada-din-capitala-care-este-motivul,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Primăria municipiului Chișinău informează că pe strada Bucuriei din sectorul Buiucani, astăzi, 26 octombrie, este așternut ultimul strat de asfalt.",,,,
"Sandu și Stoianoglo, față-n față la prima dezbatere",10445,"27 Octombrie 2024, 09:57",https://stiri.md/article/politica/alegeri-2024-sandu-si-stoianoglo-fata-n-fata-la-prima-dezbatere,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Cei doi candidați la alegerile prezidențiale, Maia Sandu și Alexandr Stoianoglo, se vor duela astăzi, 27 octombrie, începând cu ora 10:00, într-o dezbatere electorală. Confruntarea va avea loc la Palatul Republicii, unde fiecare candidat va fi însoțit de cinci membri ai staff-ului.",,,,
Un avion s-a prăbușit la Vadul lui Vodă: A decedat o persoană,9601,"27 Octombrie 2024, 11:03",https://stiri.md/article/social/un-avion-s-a-prabusit-la-vadul-lui-voda-a-decedat-o-persoana,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Un avion de mici dimensiuni s-a prăbușit pe teritoriul bazei de odihnă de la Vadul lui Vodă. Drept urmare a izbucnit un incendiu, iar o persoană a decedat.",,,,
"Anca Dragu, la Washington: Republica Moldova continuă să avanseze",422,"27 Octombrie 2024, 11:10",https://stiri.md/article/economic/anca-dragu-la-washington-republica-moldova-continua-sa-avanseze,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Guvernatoarea Băncii Naționale a Moldovei, Anca Dragu, a participat sâmbătă, 26 octombrie 2024, la „Regional Economic Outlook” (REO) - un eveniment dedicat perspectivelor economice și provocărilor comune ale Europei Centrale, de Est și de Sud-Est, organizat în marja Reuniunilor Anuale ale Fondului Monetar Internațional (FMI) și Grupului Băncii Mondiale (GBM), la Washington, SUA.",,,,
"Un lot de preparate injectabile nedeclarate, descoperite la vama Palanca",2095,"27 Octombrie 2024, 11:00",https://stiri.md/article/social/un-lot-de-preparate-injectabile-nedeclarate-descoperite-la-vama-palanca,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Un lot de preparate injectabile, ce urmau să ajungă ilicit în Republica Moldova, au fost descoperite la vama Palanca, în bagajul unei nerezidente.",,,,
"Un minor, ajutat de carabinieri: S-a rătăcit prin orașul Comrat",438,"27 Octombrie 2024, 10:50",https://stiri.md/article/social/un-minor-ajutat-de-carabinieri-s-a-ratacit-prin-orasul-comrat,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Un minor a fost ajutat de carabinieri să ajungă în siguranță, fiind de la o școală de tip internat din municipiul Ceadâr-Lunga. Acesta a venit la Comrat pentru a-și vizita prietenul, însă nu l-a găsit și a rămas de unul singur într-un oraș necunoscut.",,,,
"Zeci de persoane, documentate de poliție privind coruperea electorală",875,"27 Octombrie 2024, 10:40",https://stiri.md/article/social/zeci-de-persoane-documentate-de-politie-privind-coruperea-electorala,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Poliția a documentat ieri, 26 octombrie, zeci de cazuri în care cetățenii merg în stânga Nistrului pentru a ridica mijloace financiare transferate prin sistemul PSB, bani proveniți din partea organizației criminale Șor pentru influențarea alegerilor prezidențiale și a referendumului din Republica Moldova.",,,,
Cel puțin 97 de morți în Filipine în urma furtunii tropicale Trami,441,"27 Octombrie 2024, 10:30",https://stiri.md/article/international/cel-putin-97-de-morti-in-filipine-in-urma-furtunii-tropicale-trami,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Cel puțin 97 de persoane au murit în Filipine, în urma furtunii tropicale Trami, potrivit unui bilanț întocmit de AFP pe baza unor date de la oficiali locali, iar salvatori încercau în continuare să ajute persoane blocate în zone devenite inaccesibile din cauza unor inundații.",,,,
"Universul visător al Violetei Zabulica-Diordiev, expus la Muzeul de Artă",280,"27 Octombrie 2024, 10:20",https://stiri.md/article/social/universul-visator-al-violetei-zabulica-diordiev-expus-la-muzeul-de-arta,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","O expoziție invitație în lumea plină de visare, filosofie, simboluri și mister a pictoriței Violeta Zabulica-Diordiev a fost inaugurată la Muzeul Național de Artă al Moldovei. Este intitulată sugestiv „Visul lui Godot” și reprezintă o selecție excepțională de lucrări de grafică de șevalet și de carte, realizate de artistă în diferite perioade de activitate.",,,,
Stafful PAS dezvăluie cât a costat organizarea dezbaterii electorale,2923,"27 Octombrie 2024, 10:15",https://stiri.md/article/politica/stafful-pas-dezvaluie-cat-a-costat-organizarea-dezbaterii-electorale,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Circa 200.000 de lei. Atât ar fi costat organizarea dezbaterii electorale de astăzi, 27 octombrie, între Maia Sandu și Alexandr Stoianoglo. Precizarea a fost făcută de către membrul staff-ului electoral al PAS Adrian Băluțel înaintea evenimentului care are loc la ora 10:00, la Palatul Republicii.",,,,
Prețurile apartamentelor sunt pe cale să crească? Premisele unui expert,2929,"28 Octombrie 2024, 15:47",https://stiri.md/article/economic/preturile-apartamentelor-sunt-pe-cale-sa-creasca-premisele-unui-expert,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Dinamică intensă pe piața imobiliarelor. Pe final de an, experții din domeniu anticipează o creștere a prețurilor la apartamente, menționând că anul trecut, prețul mediu pentru un metru pătrat a atins un record istoric.",,,,
Autoritățile își propun să digitalizeze integral serviciile publice,442,"28 Octombrie 2024, 15:59",https://stiri.md/article/social/autoritatile-isi-propun-sa-digitalizeze-integral-serviciile-publice-termenul-stabilit,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Servicii publice și private digitalizate în proporție de 100 de procente până în anul 2030 - este obiectivul pe care și l-au stabilit autoritățile Republicii Moldova pentru a sprijini reformele socio-economice, a reduce cheltuielile și a spori accesibilitatea cetățenilor. Obiectivul autorităților este unul ambițios, dar realizabil, dat fiind că deja jumătate dintre serviciile publice au fost digitalizate, iar beneficiile sunt vizibile.",,,,
"Festivalul Mioriță Laie, Laie Bucălaie a întrunit 10.000 de vizitatori",600,"28 Octombrie 2024, 15:52",https://stiri.md/article/social/festivalul-miorita-laie-laie-bucalaie-a-intrunit-10-000-de-vizitatori,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Cea de-a VIII-a ediție a Festivalului „Mioriță Laie, Laie Bucălaie” desfășurat la Cimișlia a luat sfârșit. Potrivit Ministerului Agriculturii și Industriei Alimentare (MAIA), evenimentul a devenit un simbol al păstrării tradițiilor și al valorificării sectorului zootehnic din Republica Moldova.",,,,
Moldovenii din Israel își pot converti permisele de conducere auto,377,"28 Octombrie 2024, 15:48",https://stiri.md/article/social/moldovenii-din-israel-isi-pot-converti-permisele-de-conducere-auto,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Guvernul Republicii Moldova și cel al Israelului au finalizat procedurile interne necesare pentru punerea în aplicare a Acordului privind conversiunea permiselor de conducere, întocmit la Ierusalim pe data de 20 martie și intrat în vigoare la 27 octombrie curent.",,,,
Într-un sat din Japonia au fost puse manechine împotriva singurătății,1280,"28 Octombrie 2024, 15:45",https://stiri.md/article/international/intr-un-sat-din-japonia-au-fost-puse-manechine-impotriva-singuratatii,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Locuitorii unui sat din Japonia au montat manechine în curţi şi în zonele publice pentru a combate singurătatea.
Motocicliștii din Moldova au închis sezonul printr-o paradă,757,28 Octombrie 2024"," 15:37""",https://stiri.md/article/social/motociclistii-din-moldova-au-inchis-sezonul-printr-o-parada,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","Zeci de motocicliști au marcat sfârșitul sezonului moto din acest an. Aceștia au putut fi surprinși în Piața Mării Adunări Naționale, dar și mărșăluind pe străzile Capitalei."
Jurnalist: Stoianoglo îngrijorează Kievul. Transnistria - posibilă țintă,5298,"28 Octombrie 2024, 15:36",https://stiri.md/article/politica/jurnalist-stoianoglo-ingrijoreaza-kievul-transnistria-posibila-tinta,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd",Jurnalista din Ucraina Anna Neplii consideră că un vot pentru Alexandr Stoianoglo în cel de-al doilea tur al alegerilor prezidențiale din R. Moldova ar putea aduce țara mai aproape de implicarea indirectă în conflictul ruso-ucrainean.,,,,
Epopeea mansardei de la Buiucani continuă: Nu a fost estimat prejudiciul,1625,"28 Octombrie 2024, 15:32",https://stiri.md/article/social/epopeea-mansardei-de-la-buiucani-continua-nu-a-fost-estimat-prejudiciul,"https://sales.simpals.com/ro/bannere-publicitare?utm_source=stiri&utm_medium=organic&utm_campaign=plasare_banner, https://play.google.com/store/apps/details?id=md.simpals.stiri, https://apps.apple.com/md/app/stiri-md-%C8%99tiri-din-moldova/id1491333889, https://www.facebook.com/stirimd/, https://t.me/stirimd","La mansarda blocului locativ din sectorul Buiucani al Capitalei, unde s-a produs un incendiu, a fost efectuată expertiza tehnică. Potrivit rezultatelor, construcția poate fi restabilită. Despre aceasta, în cadrul ședinței săptămânale a serviciilor Primăriei, a comunicat șeful adjunct al Direcției Generale Locativ-Comunale și Amenajare a Consiliului Municipal Chișinău, Ghenadie Dubița.",,,,
